Date,Year,Month,Day,Address,State,County,City,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,Latitude,Longitude
2022-02-28,2022,2,28,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042647,0.051,10,47,0.124167,0.176,5,,0.1875,0.2,2,,3.5375,10.0,5,9,39.055277,-76.878333
2022-02-28,2022,2,28,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042647,0.051,10,47,0.124167,0.176,5,,0.208333,0.3,0,0,3.5375,10.0,5,9,39.055277,-76.878333
2022-02-28,2022,2,28,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042647,0.051,10,47,0.1,0.1,0,1,0.1875,0.2,2,,3.5375,10.0,5,9,39.055277,-76.878333
2022-02-28,2022,2,28,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042647,0.051,10,47,0.1,0.1,0,1,0.208333,0.3,0,0,3.5375,10.0,5,9,39.055277,-76.878333
2022-03-01,2022,3,1,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.028412,0.042,10,39,0.174522,0.393,23,,0.171429,0.3,11,,10.354167,33.7,23,31,39.055277,-76.878333
2022-03-01,2022,3,1,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.028412,0.042,10,39,0.174522,0.393,23,,0.195652,0.4,15,0,10.354167,33.7,23,31,39.055277,-76.878333
2022-03-01,2022,3,1,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.028412,0.042,10,39,0.145833,0.2,7,2,0.171429,0.3,11,,10.354167,33.7,23,31,39.055277,-76.878333
2022-03-01,2022,3,1,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.028412,0.042,10,39,0.145833,0.2,7,2,0.195652,0.4,15,0,10.354167,33.7,23,31,39.055277,-76.878333
2022-03-02,2022,3,2,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.035882,0.045,10,42,0.165042,0.369,8,,0.2,0.3,11,,11.575,34.7,5,32,39.055277,-76.878333
2022-03-02,2022,3,2,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.035882,0.045,10,42,0.165042,0.369,8,,0.241667,0.4,8,0,11.575,34.7,5,32,39.055277,-76.878333
2022-03-02,2022,3,2,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.035882,0.045,10,42,0.175,0.3,1,3,0.2,0.3,11,,11.575,34.7,5,32,39.055277,-76.878333
2022-03-02,2022,3,2,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.035882,0.045,10,42,0.175,0.3,1,3,0.241667,0.4,8,0,11.575,34.7,5,32,39.055277,-76.878333
2022-03-03,2022,3,3,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042353,0.046,11,43,0.123417,0.137,0,,0.15,0.2,5,,3.983333,9.4,4,8,39.055277,-76.878333
2022-03-03,2022,3,3,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042353,0.046,11,43,0.123417,0.137,0,,0.183333,0.3,18,0,3.983333,9.4,4,8,39.055277,-76.878333
2022-03-03,2022,3,3,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042353,0.046,11,43,0.1125,0.2,0,2,0.15,0.2,5,,3.983333,9.4,4,8,39.055277,-76.878333
2022-03-03,2022,3,3,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042353,0.046,11,43,0.1125,0.2,0,2,0.183333,0.3,18,0,3.983333,9.4,4,8,39.055277,-76.878333
2022-03-04,2022,3,4,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032353,0.04,8,37,0.139833,0.189,22,,0.225,0.3,8,,5.6875,11.5,7,10,39.055277,-76.878333
2022-03-04,2022,3,4,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032353,0.04,8,37,0.139833,0.189,22,,0.245833,0.4,8,0,5.6875,11.5,7,10,39.055277,-76.878333
2022-03-04,2022,3,4,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032353,0.04,8,37,0.104167,0.2,23,2,0.225,0.3,8,,5.6875,11.5,7,10,39.055277,-76.878333
2022-03-04,2022,3,4,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032353,0.04,8,37,0.104167,0.2,23,2,0.245833,0.4,8,0,5.6875,11.5,7,10,39.055277,-76.878333
2022-03-05,2022,3,5,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.037118,0.046,10,43,0.140875,0.266,1,,0.175,0.3,14,,5.020833,17.4,1,16,39.055277,-76.878333
2022-03-05,2022,3,5,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.037118,0.046,10,43,0.140875,0.266,1,,0.191667,0.3,11,0,5.020833,17.4,1,16,39.055277,-76.878333
2022-03-05,2022,3,5,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.037118,0.046,10,43,0.145833,0.2,0,2,0.175,0.3,14,,5.020833,17.4,1,16,39.055277,-76.878333
2022-03-05,2022,3,5,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.037118,0.046,10,43,0.145833,0.2,0,2,0.191667,0.3,11,0,5.020833,17.4,1,16,39.055277,-76.878333
2022-03-06,2022,3,6,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.034824,0.037,11,34,0.138,0.283,3,,0.175,0.3,14,,4.691667,15.5,3,14,39.055277,-76.878333
2022-03-06,2022,3,6,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.034824,0.037,11,34,0.138,0.283,3,,0.191667,0.4,12,0,4.691667,15.5,3,14,39.055277,-76.878333
2022-03-06,2022,3,6,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.034824,0.037,11,34,0.133333,0.2,3,2,0.175,0.3,14,,4.691667,15.5,3,14,39.055277,-76.878333
2022-03-06,2022,3,6,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.034824,0.037,11,34,0.133333,0.2,3,2,0.191667,0.4,12,0,4.691667,15.5,3,14,39.055277,-76.878333
2022-03-07,2022,3,7,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033059,0.036,20,33,0.100292,0.138,23,,0.1125,0.2,11,,3.9625,9.5,17,8,39.055277,-76.878333
2022-03-07,2022,3,7,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033059,0.036,20,33,0.100292,0.138,23,,0.1375,0.3,9,0,3.9625,9.5,17,8,39.055277,-76.878333
2022-03-07,2022,3,7,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033059,0.036,20,33,0.1,0.1,0,1,0.1125,0.2,11,,3.9625,9.5,17,8,39.055277,-76.878333
2022-03-07,2022,3,7,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033059,0.036,20,33,0.1,0.1,0,1,0.1375,0.3,9,0,3.9625,9.5,17,8,39.055277,-76.878333
2022-03-08,2022,3,8,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.040765,0.045,7,42,0.128913,0.149,5,,0.1,0.2,17,,2.629167,4.3,19,4,39.055277,-76.878333
2022-03-08,2022,3,8,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.040765,0.045,7,42,0.128913,0.149,5,,0.126087,0.2,11,0,2.629167,4.3,19,4,39.055277,-76.878333
2022-03-08,2022,3,8,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.040765,0.045,7,42,0.1,0.1,0,1,0.1,0.2,17,,2.629167,4.3,19,4,39.055277,-76.878333
2022-03-08,2022,3,8,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.040765,0.045,7,42,0.1,0.1,0,1,0.126087,0.2,11,0,2.629167,4.3,19,4,39.055277,-76.878333
2022-03-09,2022,3,9,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.024353,0.038,7,35,0.122917,0.164,20,,0.1,0.1,2,,5.208333,10.3,21,9,39.055277,-76.878333
2022-03-09,2022,3,9,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.024353,0.038,7,35,0.122917,0.164,20,,0.1,0.1,0,0,5.208333,10.3,21,9,39.055277,-76.878333
2022-03-09,2022,3,9,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.024353,0.038,7,35,0.108333,0.2,22,2,0.1,0.1,2,,5.208333,10.3,21,9,39.055277,-76.878333
2022-03-09,2022,3,9,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.024353,0.038,7,35,0.108333,0.2,22,2,0.1,0.1,0,0,5.208333,10.3,21,9,39.055277,-76.878333
2022-03-10,2022,3,10,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.030471,0.043,10,40,0.194217,0.331,7,,0.1375,0.3,11,,7.333333,17.4,7,16,39.055277,-76.878333
2022-03-10,2022,3,10,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.030471,0.043,10,40,0.194217,0.331,7,,0.15,0.4,10,0,7.333333,17.4,7,16,39.055277,-76.878333
2022-03-10,2022,3,10,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.030471,0.043,10,40,0.191667,0.3,8,3,0.1375,0.3,11,,7.333333,17.4,7,16,39.055277,-76.878333
2022-03-10,2022,3,10,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.030471,0.043,10,40,0.191667,0.3,8,3,0.15,0.4,10,0,7.333333,17.4,7,16,39.055277,-76.878333
2022-03-11,2022,3,11,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.036471,0.046,11,43,0.191792,0.389,6,,0.1375,0.2,11,,6.891667,16.7,5,15,39.055277,-76.878333
2022-03-11,2022,3,11,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.036471,0.046,11,43,0.191792,0.389,6,,0.145833,0.2,6,0,6.891667,16.7,5,15,39.055277,-76.878333
2022-03-11,2022,3,11,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.036471,0.046,11,43,0.2,0.3,6,3,0.1375,0.2,11,,6.891667,16.7,5,15,39.055277,-76.878333
2022-03-11,2022,3,11,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.036471,0.046,11,43,0.2,0.3,6,3,0.145833,0.2,6,0,6.891667,16.7,5,15,39.055277,-76.878333
2022-03-12,2022,3,12,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042647,0.046,14,43,0.133,0.163,23,,0.125,0.2,17,,2.579167,4.4,6,4,39.055277,-76.878333
2022-03-12,2022,3,12,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042647,0.046,14,43,0.133,0.163,23,,0.133333,0.3,17,0,2.579167,4.4,6,4,39.055277,-76.878333
2022-03-12,2022,3,12,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042647,0.046,14,43,0.108333,0.2,22,2,0.125,0.2,17,,2.579167,4.4,6,4,39.055277,-76.878333
2022-03-12,2022,3,12,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042647,0.046,14,43,0.108333,0.2,22,2,0.133333,0.3,17,0,2.579167,4.4,6,4,39.055277,-76.878333
2022-03-13,2022,3,13,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032235,0.043,10,40,0.121375,0.146,7,,0.175,0.3,14,,2.8,5.2,20,5,39.055277,-76.878333
2022-03-13,2022,3,13,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032235,0.043,10,40,0.121375,0.146,7,,0.1875,0.3,9,0,2.8,5.2,20,5,39.055277,-76.878333
2022-03-13,2022,3,13,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032235,0.043,10,40,0.1125,0.2,0,2,0.175,0.3,14,,2.8,5.2,20,5,39.055277,-76.878333
2022-03-13,2022,3,13,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032235,0.043,10,40,0.1125,0.2,0,2,0.1875,0.3,9,0,2.8,5.2,20,5,39.055277,-76.878333
2022-03-14,2022,3,14,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038824,0.05,11,46,0.267,0.652,7,,0.275,0.5,11,,14.095833,38.8,9,36,39.055277,-76.878333
2022-03-14,2022,3,14,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038824,0.05,11,46,0.267,0.652,7,,0.308333,0.6,9,0,14.095833,38.8,9,36,39.055277,-76.878333
2022-03-14,2022,3,14,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038824,0.05,11,46,0.254167,0.5,9,6,0.275,0.5,11,,14.095833,38.8,9,36,39.055277,-76.878333
2022-03-14,2022,3,14,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038824,0.05,11,46,0.254167,0.5,9,6,0.308333,0.6,9,0,14.095833,38.8,9,36,39.055277,-76.878333
2022-03-15,2022,3,15,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.0334,0.057,10,58,0.230696,0.488,8,,0.257143,0.4,11,,13.158333,39.5,23,37,39.055277,-76.878333
2022-03-15,2022,3,15,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.0334,0.057,10,58,0.230696,0.488,8,,0.252174,0.6,8,0,13.158333,39.5,23,37,39.055277,-76.878333
2022-03-15,2022,3,15,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.0334,0.057,10,58,0.225,0.3,9,3,0.257143,0.4,11,,13.158333,39.5,23,37,39.055277,-76.878333
2022-03-15,2022,3,15,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.0334,0.057,10,58,0.225,0.3,9,3,0.252174,0.6,8,0,13.158333,39.5,23,37,39.055277,-76.878333
2022-03-16,2022,3,16,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.046471,0.058,11,61,0.254792,0.488,7,,0.275,0.6,11,,15.079167,38.3,0,36,39.055277,-76.878333
2022-03-16,2022,3,16,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.046471,0.058,11,61,0.254792,0.488,7,,0.3125,0.8,10,0,15.079167,38.3,0,36,39.055277,-76.878333
2022-03-16,2022,3,16,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.046471,0.058,11,61,0.270833,0.4,2,5,0.275,0.6,11,,15.079167,38.3,0,36,39.055277,-76.878333
2022-03-16,2022,3,16,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.046471,0.058,11,61,0.270833,0.4,2,5,0.3125,0.8,10,0,15.079167,38.3,0,36,39.055277,-76.878333
2022-03-17,2022,3,17,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.016412,0.029,9,27,0.188333,0.298,23,,0.1,0.1,2,,10.308333,27.0,6,25,39.055277,-76.878333
2022-03-17,2022,3,17,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.016412,0.029,9,27,0.188333,0.298,23,,0.104167,0.2,2,0,10.308333,27.0,6,25,39.055277,-76.878333
2022-03-17,2022,3,17,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.016412,0.029,9,27,0.2,0.2,0,2,0.1,0.1,2,,10.308333,27.0,6,25,39.055277,-76.878333
2022-03-17,2022,3,17,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.016412,0.029,9,27,0.2,0.2,0,2,0.104167,0.2,2,0,10.308333,27.0,6,25,39.055277,-76.878333
2022-03-18,2022,3,18,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038588,0.05,11,46,0.302292,0.695,8,,0.1875,0.4,11,,10.725,29.1,10,27,39.055277,-76.878333
2022-03-18,2022,3,18,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038588,0.05,11,46,0.302292,0.695,8,,0.216667,0.6,11,0,10.725,29.1,10,27,39.055277,-76.878333
2022-03-18,2022,3,18,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038588,0.05,11,46,0.304167,0.6,10,7,0.1875,0.4,11,,10.725,29.1,10,27,39.055277,-76.878333
2022-03-18,2022,3,18,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038588,0.05,11,46,0.304167,0.6,10,7,0.216667,0.6,11,0,10.725,29.1,10,27,39.055277,-76.878333
2022-03-19,2022,3,19,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.040059,0.042,15,39,0.1365,0.16,19,,0.1125,0.2,11,,2.65,4.9,19,4,39.055277,-76.878333
2022-03-19,2022,3,19,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.040059,0.042,15,39,0.1365,0.16,19,,0.129167,0.2,9,0,2.65,4.9,19,4,39.055277,-76.878333
2022-03-19,2022,3,19,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.040059,0.042,15,39,0.1,0.1,0,1,0.1125,0.2,11,,2.65,4.9,19,4,39.055277,-76.878333
2022-03-19,2022,3,19,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.040059,0.042,15,39,0.1,0.1,0,1,0.129167,0.2,9,0,2.65,4.9,19,4,39.055277,-76.878333
2022-03-20,2022,3,20,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038412,0.041,16,38,0.1465,0.158,14,,0.1375,0.2,8,,1.85,5.0,21,5,39.055277,-76.878333
2022-03-20,2022,3,20,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038412,0.041,16,38,0.1465,0.158,14,,0.154167,0.3,7,0,1.85,5.0,21,5,39.055277,-76.878333
2022-03-20,2022,3,20,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038412,0.041,16,38,0.116667,0.2,14,2,0.1375,0.2,8,,1.85,5.0,21,5,39.055277,-76.878333
2022-03-20,2022,3,20,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.038412,0.041,16,38,0.116667,0.2,14,2,0.154167,0.3,7,0,1.85,5.0,21,5,39.055277,-76.878333
2022-03-21,2022,3,21,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033588,0.051,10,47,0.157091,0.341,23,,0.157143,0.3,2,,7.366667,25.8,23,24,39.055277,-76.878333
2022-03-21,2022,3,21,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033588,0.051,10,47,0.157091,0.341,23,,0.177273,0.4,1,0,7.366667,25.8,23,24,39.055277,-76.878333
2022-03-21,2022,3,21,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033588,0.051,10,47,0.141667,0.2,6,2,0.157143,0.3,2,,7.366667,25.8,23,24,39.055277,-76.878333
2022-03-21,2022,3,21,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033588,0.051,10,47,0.141667,0.2,6,2,0.177273,0.4,1,0,7.366667,25.8,23,24,39.055277,-76.878333
2022-03-22,2022,3,22,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042706,0.049,10,45,0.208455,0.433,1,,0.05,0.1,8,,13.708696,40.2,0,38,39.055277,-76.878333
2022-03-22,2022,3,22,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042706,0.049,10,45,0.208455,0.433,1,,0.068182,0.2,8,0,13.708696,40.2,0,38,39.055277,-76.878333
2022-03-22,2022,3,22,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042706,0.049,10,45,0.233333,0.3,1,3,0.05,0.1,8,,13.708696,40.2,0,38,39.055277,-76.878333
2022-03-22,2022,3,22,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.042706,0.049,10,45,0.233333,0.3,1,3,0.068182,0.2,8,0,13.708696,40.2,0,38,39.055277,-76.878333
2022-03-23,2022,3,23,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032235,0.037,7,34,0.138208,0.177,6,,0.0375,0.1,2,,3.608333,6.5,7,6,39.055277,-76.878333
2022-03-23,2022,3,23,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032235,0.037,7,34,0.138208,0.177,6,,0.05,0.2,3,0,3.608333,6.5,7,6,39.055277,-76.878333
2022-03-23,2022,3,23,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032235,0.037,7,34,0.154167,0.2,0,2,0.0375,0.1,2,,3.608333,6.5,7,6,39.055277,-76.878333
2022-03-23,2022,3,23,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.032235,0.037,7,34,0.154167,0.2,0,2,0.05,0.2,3,0,3.608333,6.5,7,6,39.055277,-76.878333
2022-03-24,2022,3,24,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.009824,0.016,7,15,0.173542,0.237,16,,0.0,0.0,2,,9.905882,15.4,21,14,39.055277,-76.878333
2022-03-24,2022,3,24,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.009824,0.016,7,15,0.173542,0.237,16,,0.0,0.0,0,0,9.905882,15.4,21,14,39.055277,-76.878333
2022-03-24,2022,3,24,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.009824,0.016,7,15,0.158333,0.2,10,2,0.0,0.0,2,,9.905882,15.4,21,14,39.055277,-76.878333
2022-03-24,2022,3,24,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.009824,0.016,7,15,0.158333,0.2,10,2,0.0,0.0,0,0,9.905882,15.4,21,14,39.055277,-76.878333
2022-03-25,2022,3,25,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.039471,0.047,10,44,0.188833,0.39,7,,0.1,0.5,11,,5.5125,14.6,6,13,39.055277,-76.878333
2022-03-25,2022,3,25,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.039471,0.047,10,44,0.188833,0.39,7,,0.1125,0.7,9,0,5.5125,14.6,6,13,39.055277,-76.878333
2022-03-25,2022,3,25,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.039471,0.047,10,44,0.191667,0.3,7,3,0.1,0.5,11,,5.5125,14.6,6,13,39.055277,-76.878333
2022-03-25,2022,3,25,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.039471,0.047,10,44,0.191667,0.3,7,3,0.1125,0.7,9,0,5.5125,14.6,6,13,39.055277,-76.878333
2022-03-26,2022,3,26,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033294,0.042,7,39,0.139792,0.167,5,,0.0,0.0,2,,2.2625,5.8,5,5,39.055277,-76.878333
2022-03-26,2022,3,26,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033294,0.042,7,39,0.139792,0.167,5,,0.0,0.0,0,0,2.2625,5.8,5,5,39.055277,-76.878333
2022-03-26,2022,3,26,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033294,0.042,7,39,0.108333,0.2,0,2,0.0,0.0,2,,2.2625,5.8,5,5,39.055277,-76.878333
2022-03-26,2022,3,26,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.033294,0.042,7,39,0.108333,0.2,0,2,0.0,0.0,0,0,2.2625,5.8,5,5,39.055277,-76.878333
2022-03-27,2022,3,27,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.034118,0.039,19,36,0.138292,0.152,23,,0.0,0.0,2,,1.958333,2.9,6,2,39.055277,-76.878333
2022-03-27,2022,3,27,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.034118,0.039,19,36,0.138292,0.152,23,,0.016667,0.1,19,0,1.958333,2.9,6,2,39.055277,-76.878333
2022-03-27,2022,3,27,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,0.034118,0.039,19,36,0.1,0.1,0,1,0.0,0.0,2,,1.958333,2.9,6,2,39.055277,-76.878333
